101	1	33
101	2	31
101	3	33
101	4	13
101	5	45
101	6	71
101	7	85
101	8	56
101	9	32
101	10	20
101	11	20
101	12	15
101	13	15
101	14	40
101	15	22
101	16	20
101	17	33
101	18	42
101	19	44
101	20	19
101	21	32
101	22	28
101	23	18
101	24	73
101	25	34
101	26	35
101	27	46
101	28	22
101	29	35
101	30	43
101	31	55
101	32	32
101	33	20
101	34	31
101	35	29
101	36	43
101	37	36
101	38	30
101	39	23
101	40	23
101	41	57
101	42	38
101	43	34
101	44	34
101	45	28
101	46	34
101	47	31
101	48	28
101	49	33
101	50	38
101	51	1
102	1	22
102	2	25
102	3	22
102	4	31
102	5	23
102	6	29
102	7	25
102	8	32
102	9	35
102	10	29
102	11	10
102	12	51
102	13	22
102	14	31
102	15	27
102	16	36
102	17	16
102	18	27
102	19	25
102	20	26
102	21	36
102	22	31
102	23	33
102	24	18
102	25	40
102	26	37
102	27	21
102	28	43
102	29	46
102	30	38
102	31	18
102	32	35
102	33	23
102	34	35
102	35	35
102	36	38
102	37	29
102	38	31
102	39	43
102	40	38
103	1	17
103	2	16
103	3	17
103	4	35
103	5	19
103	6	30
103	7	38
103	8	36
103	9	24
103	10	20
103	11	47
103	12	8
103	13	59
103	14	57
103	15	33
103	16	34
103	17	16
103	18	30
103	19	37
103	20	27
103	21	24
103	22	33
103	23	44
103	24	23
103	25	55
103	26	46
103	27	34
104	1	54
104	2	34
104	3	51
104	4	49
104	5	31
104	6	27
104	7	89
104	8	26
104	9	23
104	10	36
104	11	35
104	12	16
104	13	33
104	14	45
104	15	41
104	16	50
104	17	13
104	18	32
104	19	22
104	20	29
104	21	35
104	22	41
104	23	30
104	24	25
104	25	18
104	26	65
104	27	23
104	28	31
104	29	40
104	30	16
104	31	54
104	32	42
104	33	56
104	34	29
104	35	34
104	36	13
105	1	46
105	2	37
105	3	29
105	4	49
105	5	33
105	6	25
105	7	26
105	8	20
105	9	29
105	10	22
105	11	32
105	12	32
105	13	18
105	14	29
105	15	23
105	16	22
105	17	20
105	18	22
105	19	21
105	20	20
105	21	23
105	22	30
105	23	25
105	24	22
105	25	19
105	26	19
105	27	26
105	28	68
105	29	29
105	30	20
105	31	30
105	32	52
105	33	29
105	34	12
106	1	18
106	2	24
106	3	17
106	4	24
106	5	15
106	6	27
106	7	26
106	8	35
106	9	27
106	10	43
106	11	23
106	12	24
106	13	33
106	14	15
106	15	63
106	16	10
106	17	18
106	18	28
106	19	51
106	20	9
106	21	45
106	22	34
106	23	16
106	24	33
107	1	36
107	2	23
107	3	31
107	4	24
107	5	31
107	6	40
107	7	25
107	8	35
107	9	57
107	10	18
107	11	40
107	12	15
107	13	25
107	14	20
107	15	20
107	16	31
107	17	13
107	18	31
107	19	30
107	20	48
107	21	25
108	1	22
108	2	23
108	3	18
108	4	22
109	1	28
109	2	36
109	3	21
109	4	22
109	5	12
109	6	21
109	7	17
109	8	22
109	9	27
109	10	27
109	11	15
109	12	25
109	13	23
109	14	52
109	15	35
109	16	23
109	17	58
109	18	30
109	19	24
109	20	42
109	21	15
109	22	23
109	23	29
109	24	22
109	25	44
109	26	25
109	27	12
109	28	25
109	29	11
109	30	31
109	31	13
110	1	27
110	2	32
110	3	39
110	4	12
110	5	25
110	6	23
110	7	29
110	8	18
110	9	13
110	10	19
110	11	27
110	12	31
110	13	39
110	14	33
110	15	37
110	16	23
110	17	29
110	18	33
110	19	43
110	20	26
110	21	22
110	22	51
110	23	39
110	24	25
111	1	53
111	2	46
111	3	28
111	4	34
111	5	18
111	6	38
111	7	51
111	8	66
111	9	28
111	10	29
111	11	43
111	12	33
111	13	34
111	14	31
111	15	34
111	16	34
111	17	24
111	18	46
111	19	21
111	20	43
111	21	29
111	22	53
112	1	18
112	2	25
112	3	27
112	4	44
112	5	27
112	6	33
112	7	20
112	8	29
112	9	37
112	10	36
112	11	21
112	12	21
112	13	25
112	14	29
112	15	38
112	16	20
112	17	41
112	18	37
112	19	37
112	20	21
112	21	26
112	22	20
112	23	37
112	24	20
112	25	30
113	1	54
113	2	55
113	3	24
113	4	43
113	5	26
113	6	81
113	7	40
113	8	40
113	9	44
113	10	14
113	11	47
113	12	40
113	13	14
113	14	17
113	15	29
113	16	43
113	17	27
113	18	17
113	19	19
113	20	8
113	21	30
113	22	19
113	23	32
113	24	31
113	25	31
113	26	32
113	27	34
113	28	21
113	29	30
114	1	17
114	2	18
114	3	17
114	4	22
114	5	14
114	6	42
114	7	22
114	8	18
114	9	31
114	10	19
114	11	23
114	12	16
114	13	22
114	14	15
114	15	19
114	16	14
114	17	19
114	18	34
114	19	11
114	20	37
114	21	20
114	22	12
114	23	21
114	24	27
114	25	28
114	26	23
114	27	9
114	28	27
114	29	36
114	30	27
114	31	21
114	32	33
114	33	25
114	34	33
114	35	27
114	36	23
115	1	11
115	2	70
115	3	13
115	4	24
115	5	17
115	6	22
115	7	28
115	8	36
115	9	15
115	10	44
116	1	11
116	2	20
116	3	32
116	4	23
116	5	19
116	6	19
116	7	73
116	8	18
116	9	38
116	10	39
116	11	36
116	12	47
116	13	31
117	1	22
117	2	23
117	3	15
117	4	17
117	5	14
117	6	14
117	7	10
117	8	17
117	9	32
117	10	3
118	1	22
118	2	13
118	3	26
118	4	21
118	5	27
118	6	30
118	7	21
118	8	22
118	9	35
118	10	22
118	11	20
118	12	25
118	13	28
118	14	22
118	15	35
118	16	22
118	17	16
118	18	21
118	19	29
118	20	29
118	21	34
118	22	30
118	23	17
118	24	25
118	25	6
118	26	14
118	27	23
118	28	28
118	29	25
118	30	31
118	31	40
118	32	22
118	33	33
118	34	37
118	35	16
118	36	33
118	37	24
118	38	41
118	39	30
118	40	24
118	41	34
118	42	17
119	1	6
119	2	12
119	3	8
119	4	8
119	5	12
119	6	10
119	7	17
119	8	9
119	9	20
119	10	18
119	11	7
119	12	8
119	13	6
119	14	7
119	15	5
119	16	11
119	17	15
119	18	50
119	19	14
119	20	9
119	21	13
119	22	31
119	23	6
119	24	10
119	25	22
119	26	12
119	27	14
119	28	9
119	29	11
119	30	12
119	31	24
119	32	11
119	33	22
119	34	22
119	35	28
119	36	12
119	37	40
119	38	22
119	39	13
119	40	17
119	41	13
119	42	11
119	43	5
119	44	26
119	45	17
119	46	11
119	47	9
119	48	14
119	49	20
119	50	23
119	51	19
119	52	9
119	53	7
119	54	7
119	55	23
119	56	13
119	57	11
119	58	11
119	59	17
119	60	12
119	61	8
119	62	12
119	63	11
119	64	10
119	65	13
119	66	20
119	67	7
119	68	35
119	69	36
119	70	5
119	71	24
119	72	20
119	73	28
119	74	23
119	75	10
119	76	12
119	77	20
119	78	72
119	79	13
119	80	19
119	81	16
119	82	8
119	83	18
119	84	12
119	85	13
119	86	17
119	87	7
119	88	18
119	89	52
119	90	17
119	91	16
119	92	15
119	93	5
119	94	23
119	95	11
119	96	13
119	97	12
119	98	9
119	99	9
119	100	5
119	101	8
119	102	28
119	103	22
119	104	35
119	105	45
119	106	48
119	107	43
119	108	13
119	109	31
119	110	7
119	111	10
119	112	10
119	113	9
119	114	8
119	115	18
119	116	19
119	117	2
119	118	29
119	119	176
119	120	7
119	121	8
119	122	9
119	123	4
119	124	6
119	125	5
119	126	6
119	127	5
119	128	6
119	129	8
119	130	8
119	131	3
119	132	18
119	133	3
119	134	3
119	135	21
119	136	26
119	137	9
119	138	8
119	139	24
119	140	13
119	141	10
119	142	7
119	143	12
119	144	15
119	145	21
119	146	10
119	147	20
119	148	14
119	149	9
119	150	6
120	1	33
120	2	22
120	3	35
120	4	27
120	5	23
120	6	35
120	7	27
120	8	36
120	9	18
120	10	32
120	11	31
120	12	28
120	13	25
120	14	35
120	15	33
120	16	33
120	17	28
120	18	24
120	19	29
120	20	30
120	21	31
120	22	29
120	23	35
120	24	34
120	25	28
120	26	28
120	27	27
120	28	28
120	29	27
120	30	33
120	31	31
121	1	18
121	2	26
121	3	22
121	4	16
121	5	20
121	6	12
121	7	29
121	8	17
121	9	18
121	10	20
121	11	10
121	12	14
123	1	31
123	2	22
123	3	26
123	4	6
123	5	30
123	6	13
123	7	25
123	8	22
123	9	21
123	10	34
123	11	16
123	12	6
123	13	22
123	14	32
123	15	9
123	16	14
123	17	14
123	18	7
123	19	25
123	20	6
123	21	17
123	22	25
123	23	18
123	24	23
123	25	12
123	26	21
123	27	13
123	28	29
123	29	32
123	30	33
123	31	9
123	32	20
123	33	24
123	34	17
123	35	10
123	36	22
123	37	38
123	38	22
123	39	8
123	40	31
123	41	29
123	42	25
123	43	28
123	44	28
123	45	25
123	46	13
123	47	15
123	48	22
123	49	26
123	50	8
123	51	23
123	52	15
123	53	12
123	54	17
123	55	13
123	56	12
123	57	21
123	58	14
123	59	21
123	60	22
123	61	11
123	62	12
123	63	19
123	64	12
123	65	25
123	66	24
124	1	19
124	2	37
124	3	25
124	4	31
124	5	31
124	6	30
124	7	34
124	8	22
124	9	26
124	10	25
124	11	23
124	12	17
124	13	27
124	14	22
124	15	21
124	16	21
124	17	27
124	18	23
124	19	15
124	20	18
124	21	14
124	22	30
124	23	40
124	24	10
124	25	38
124	26	24
124	27	22
124	28	17
124	29	32
124	30	24
124	31	40
124	32	44
124	33	26
124	34	22
124	35	19
124	36	32
124	37	21
124	38	28
124	39	18
124	40	16
124	41	18
124	42	22
124	43	13
124	44	30
124	45	5
124	46	28
124	47	7
124	48	47
124	49	39
124	50	46
124	51	64
124	52	34
125	1	22
125	2	22
125	3	66
125	4	22
125	5	22
126	1	28
126	2	10
126	3	27
126	4	17
126	5	17
126	6	14
126	7	27
126	8	18
126	9	11
126	10	22
126	11	25
126	12	28
126	13	23
126	14	23
126	15	8
126	16	63
126	17	24
126	18	32
126	19	14
126	20	49
126	21	32
126	22	31
126	23	49
126	24	27
126	25	17
126	26	21
126	27	36
126	28	26
126	29	21
126	30	26
126	31	18
126	32	32
126	33	33
126	34	31
126	35	15
126	36	38
126	37	28
126	38	23
126	39	29
126	40	49
126	41	26
126	42	20
126	43	27
126	44	31
126	45	25
126	46	24
126	47	23
126	48	35
127	1	21
127	2	49
127	3	30
127	4	37
127	5	31
127	6	28
127	7	28
127	8	27
127	9	27
127	10	21
127	11	45
127	12	13
128	1	11
128	2	23
128	3	5
128	4	19
128	5	15
128	6	11
128	7	16
128	8	14
128	9	17
128	10	15
128	11	12
128	12	14
128	13	16
128	14	9
129	1	20
129	2	32
129	3	21
130	1	15
130	2	16
130	3	15
130	4	13
130	5	27
130	6	14
130	7	17
130	8	14
130	9	15
131	1	21
132	1	17
132	2	10
132	3	10
132	4	11
133	1	16
133	2	13
133	3	12
133	4	13
133	5	15
133	6	16
133	7	20
134	1	15
134	2	13
134	3	19
135	1	17
135	2	20
135	3	19
136	1	18
136	2	15
136	3	20
137	1	15
137	2	23
138	1	21
138	2	13
138	3	10
138	4	14
138	5	11
138	6	15
138	7	14
138	8	23
138	9	17
138	10	12
138	11	17
138	12	14
138	13	9
138	14	21
139	1	14
139	2	17
139	3	18
139	4	6
140	1	5
140	2	8
140	3	46
140	4	24
140	5	50
140	6	39
140	7	37
140	8	35
140	9	44
140	10	38
140	11	30
140	12	44
140	13	59
140	14	30
140	15	37
140	16	31
140	17	26
140	18	34
140	19	30
140	20	34
140	21	56
140	22	44
140	23	41
140	24	56
140	25	47
140	26	76
140	27	67
140	28	19
141	1	40
141	2	27
141	3	30
141	4	33
141	5	35
141	6	58
141	7	36
141	8	44
141	9	50
141	10	54
141	11	36
141	12	50
141	13	61
141	14	82
141	15	51
141	16	21
142	1	79
142	2	52
142	3	45
142	4	44
142	5	39
142	6	49
142	7	50
142	8	55
142	9	62
142	10	43
142	11	55
142	12	68
142	13	36
142	14	38
142	15	32
142	16	36
142	17	40
142	18	43
142	19	47
142	20	47
142	21	38
142	22	71
142	23	57
142	24	52
143	1	51
143	2	25
143	3	36
143	4	56
143	5	48
143	6	71
143	7	53
143	8	59
143	9	41
143	10	42
143	11	57
143	12	50
143	13	38
143	14	31
143	15	27
143	16	33
143	17	26
143	18	40
143	19	42
143	20	31
143	21	25
144	1	26
144	2	47
144	3	26
144	4	37
144	5	42
144	6	15
144	7	60
144	8	40
144	9	43
144	10	48
144	11	30
144	12	25
144	13	52
144	14	28
144	15	41
144	16	40
144	17	34
144	18	28
144	19	41
144	20	38
144	21	40
144	22	30
144	23	35
144	24	27
144	25	27
144	26	32
144	27	44
144	28	31
145	1	32
145	2	29
145	3	31
145	4	25
145	5	21
145	6	23
145	7	25
145	8	39
145	9	33
145	10	21
145	11	36
145	12	21
145	13	14
145	14	23
145	15	33
145	16	27
146	1	31
146	2	16
146	3	23
146	4	21
146	5	13
146	6	20
146	7	40
146	8	13
146	9	27
146	10	33
146	11	34
146	12	31
146	13	13
146	14	40
146	15	58
146	16	24
147	1	24
147	2	17
147	3	18
147	4	18
147	5	21
147	6	18
147	7	16
147	8	24
147	9	15
147	10	18
147	11	33
147	12	21
147	13	14
148	1	24
148	2	21
148	3	29
148	4	31
148	5	26
148	6	18
149	1	23
149	2	22
149	3	21
149	4	32
149	5	33
149	6	24
150	1	30
150	2	30
150	3	21
150	4	23
151	1	29
151	2	22
151	3	25
151	4	18
152	1	10
152	2	20
152	3	13
152	4	18
152	5	28
153	1	12
153	2	17
153	3	18
154	1	20
154	2	15
154	3	16
154	4	16
154	5	25
154	6	21
155	1	18
155	2	26
155	3	17
155	4	22
156	1	16
156	2	15
156	3	15
157	1	25
158	1	14
158	2	18
158	3	19
158	4	16
158	5	14
158	6	20
158	7	27
158	8	13
158	9	28
158	10	39
158	11	40
158	12	29
158	13	25
159	1	27
159	2	25
159	3	18
159	4	17
159	5	20
160	1	25
160	2	25
160	3	22
160	4	19
160	5	14
161	1	21
161	2	22
161	3	18
162	1	10
162	2	29
162	3	24
162	4	21
162	5	21
163	1	13
164	1	14
165	1	25
166	1	20
166	2	29
166	3	22
166	4	11
166	5	14
166	6	17
166	7	17
166	8	13
166	9	21
166	10	11
166	11	19
166	12	17
166	13	18
166	14	20
166	15	8
166	16	21
166	17	18
166	18	24
166	19	21
166	20	15
166	21	27
166	22	21
